""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"223"|"1612"|"00:12:34.990"|"00:12:40.310"|"754.99"|"760.31"|"-864.64"|"największe i najjsze [Muzyka"
"224"|"190"|"00:12:40.310"|"00:12:42.790"|"760.31"|"771.75"|"-856.0"|"<--pause-->"
"225"|"1624"|"00:12:42.790"|"00:12:51.750"|"762.79"|"771.75"|"-871.92"|"] jak inni są przystosowane do"
"226"|"191"|"00:12:51.750"|"00:13:00.629"|"771.75"|"784.26"|"-873.57"|"<--pause-->"
"227"|"1648"|"00:13:00.629"|"00:13:04.260"|"780.629"|"784.26"|"-881.49"|"tasmania jest otoczona rozległą"
"228"|"1656"|"00:13:04.260"|"00:13:04.270"|"784.26"|"784.27"|"-884.12"|"przestrzenią otwartego oceanu"
"229"|"1660"|"00:13:04.270"|"00:13:10.450"|"784.27"|"790.45"|"-889.62"|"przestrzenią otwartego oceanu [Muzyka]"
"230"|"1668"|"00:13:10.460"|"00:13:21.509"|"790.46"|"801.509"|"-905.28"|"[Muzyka]"
"231"|"1680"|"00:13:21.509"|"00:13:24.710"|"801.509"|"804.71"|"-905.28"|"[Muzyka]"
"232"|"1688"|"00:13:24.710"|"00:13:26.470"|"804.71"|"806.47"|"-906.0"|"na zachód od następnego wyjścia na lądczy Ameryka Południowa jest"
"233"|"197"|"00:13:26.470"|"00:13:28.420"|"806.47"|"808.43"|"-911.96"|"<--pause-->"
"234"|"1704"|"00:13:28.420"|"00:13:28.430"|"808.42"|"808.43"|"-934.43"|"oddalona o tysiące mil"
"235"|"1708"|"00:13:28.430"|"00:13:33.350"|"808.43"|"813.35"|"-954.96"|"oddalona o tysiące mil [Muzyka]"
"236"|"1712"|"00:13:33.350"|"00:13:34.470"|"813.35"|"814.47"|"-957.64"|"[Muzyka]"
"237"|"1720"|"00:13:34.470"|"00:13:38.050"|"814.47"|"818.05"|"-956.02"|"na południu"
"238"|"1728"|"00:13:38.050"|"00:13:38.060"|"818.05"|"818.06"|"-984.73"|"leży wielki kontynent antarktyczny"
"239"|"1732"|"00:13:38.060"|"00:13:41.509"|"818.06"|"821.509"|"-984.48"|"leży wielki kontynent antarktyczny [Muzyka]"
"240"|"203"|"00:13:41.509"|"00:13:44.150"|"821.509"|"827.89"|"-993.3"|"<--pause-->"
"241"|"1744"|"00:13:44.150"|"00:13:47.890"|"824.15"|"827.89"|"-999.11"|"i gdy zima dobiega końca,"
"242"|"1752"|"00:13:47.890"|"00:13:47.900"|"827.89"|"827.9"|"-1007.13"|"nowi przybysze schodzą na brzeg, aby rozmnażać"
"243"|"1756"|"00:13:47.900"|"00:13:53.110"|"827.9"|"833.11"|"-1008.8"|"nowi przybysze schodzą na brzeg, aby rozmnażać [Muzyka]"
"244"|"1764"|"00:13:53.120"|"00:13:55.839"|"833.12"|"835.839"|"-1013.43"|"pingwiny"
"245"|"1772"|"00:13:55.839"|"00:13:58.150"|"835.839"|"838.15"|"-1013.84"|"pingwiny"
"246"|"1776"|"00:13:58.150"|"00:14:01.670"|"838.15"|"841.67"|"-1016.48"|"ukryte wśród skał ta samica ma"
"247"|"1784"|"00:14:01.670"|"00:14:06.310"|"841.67"|"846.31"|"-1020.56"|"dwa  wyklute pisklęta,"
"248"|"210"|"00:14:06.310"|"00:14:10.389"|"846.31"|"854.87"|"-1029.2"|"<--pause-->"
"249"|"1800"|"00:14:10.389"|"00:14:14.870"|"850.389"|"854.87"|"-1037.2"|"jej partner wyszedł jakieś 14 godzin temu"
"250"|"211"|"00:14:14.870"|"00:14:17.030"|"854.87"|"859.59"|"-1039.52"|"<--pause-->"
"251"|"1816"|"00:14:17.030"|"00:14:19.590"|"857.03"|"859.59"|"-1051.12"|"on jest na rybach,"
"252"|"1824"|"00:14:19.590"|"00:14:21.670"|"859.59"|"861.67"|"-1052.79"|"ale w przeciwieństwie do innych pingwinów"
"253"|"1832"|"00:14:21.670"|"00:14:27.990"|"861.67"|"867.99"|"-1053.84"|" czekać do zmroku, aby opuścić"
"254"|"214"|"00:14:27.990"|"00:14:30.710"|"867.99"|"872.31"|"-1055.13"|"<--pause-->"
"255"|"1848"|"00:14:30.710"|"00:14:32.310"|"870.71"|"872.31"|"-1062.56"|"mewy wodne i ptaki drapieżne patrolujące wybrzeże"
"256"|"1856"|"00:14:32.310"|"00:14:40.870"|"872.31"|"880.87"|"-1056.72"|"za dnia"
"257"|"216"|"00:14:40.870"|"00:14:43.509"|"880.87"|"883.519"|"-1057.92"|"<--pause-->"
"258"|"1872"|"00:14:43.509"|"00:14:43.519"|"883.509"|"883.519"|"-1065.27"|", ponieważ są to małe"
"259"|"1876"|"00:14:43.519"|"00:14:48.870"|"883.519"|"888.87"|"-1061.84"|", ponieważ są to małe pingwiny, mierzące"
"260"|"218"|"00:14:48.870"|"00:14:51.350"|"888.87"|"897.59"|"-1056.0"|"<--pause-->"
"261"|"1888"|"00:14:51.350"|"00:14:57.590"|"891.35"|"897.59"|"-1059.2"|"za 30 centymetrów, są"
"262"|"219"|"00:14:57.590"|"00:15:00.150"|"897.59"|"900.16"|"-1059.77"|"<--pause-->"
"263"|"1904"|"00:15:00.150"|"00:15:00.160"|"900.15"|"900.16"|"-1065.35"|"a ich gniazda znajdują się kilkaset metrów w"
"264"|"1908"|"00:15:00.160"|"00:15:02.230"|"900.16"|"902.23"|"-1066.96"|"a ich gniazda znajdują się kilkaset metrów w głąb lądu."
"265"|"1912"|"00:15:02.230"|"00:15:05.189"|"902.23"|"905.189"|"-1066.08"|"głąb lądu."
"266"|"1920"|"00:15:05.199"|"00:15:07.430"|"905.199"|"907.43"|"-1080.48"|"ść"
"267"|"1928"|"00:15:07.430"|"00:15:14.310"|"907.43"|"914.31"|"-1075.66"|"ść [Muzyka]"
"268"|"1932"|"00:15:14.310"|"00:15:17.170"|"914.31"|"917.17"|"-1080.1"|"[Muzyka]"
"269"|"1940"|"00:15:17.170"|"00:15:17.180"|"917.17"|"917.18"|"-1086.89"|"ich bezpieczeństwo w liczbach"
"270"|"1944"|"00:15:17.180"|"00:15:38.230"|"917.18"|"938.23"|"-1068.24"|"ich bezpieczeństwo w liczbach [Muzyka]"
"271"|"227"|"00:15:38.230"|"00:15:41.030"|"938.23"|"943.59"|"-1073.44"|"<--pause-->"
"272"|"1956"|"00:15:41.030"|"00:15:43.590"|"941.03"|"943.59"|"-1087.76"|"z setkami gniazd w kolonii"
"273"|"1964"|"00:15:43.590"|"00:15:43.600"|"943.59"|"943.6"|"-1089.99"|"noc  wypełni się nawoływaniami"
"274"|"1968"|"00:15:43.600"|"00:15:48.150"|"943.6"|"948.15"|"-1092.88"|"noc  wypełni się nawoływaniami powracających"
"275"|"230"|"00:15:48.150"|"00:15:51.189"|"948.15"|"953.53"|"-1100.06"|"<--pause-->"
"276"|"1980"|"00:15:51.189"|"00:15:53.530"|"951.189"|"953.53"|"-1102.73"|"dorosłych odgłos wczesnej wiosny na wybrzeżu Tasmanii"
"277"|"1992"|"00:15:53.540"|"00:16:02.710"|"953.54"|"962.71"|"-1114.8"|"[Muzyka]"
"278"|"2000"|"00:16:02.720"|"00:16:12.350"|"962.72"|"972.35"|"-1117.16"|"ja"
"279"|"2008"|"00:16:12.360"|"00:16:15.760"|"972.36"|"975.76"|"-1120.87"|"[Brawa]"
"280"|"2016"|"00:16:15.770"|"00:16:17.600"|"975.77"|"977.6"|"-1128.31"|"[Muzyka]"
"281"|"2024"|"00:16:17.600"|"00:16:19.990"|"977.6"|"979.99"|"-1129.2"|"[Muzyka]"
"282"|"2028"|"00:16:19.990"|"00:16:27.509"|"979.99"|"987.509"|"-1123.76"|"to będziePowitalny posiłek dla"
"283"|"237"|"00:16:27.509"|"00:16:29.590"|"987.509"|"993.11"|"-1120.46"|"<--pause-->"
"284"|"2044"|"00:16:29.590"|"00:16:33.110"|"989.59"|"993.11"|"-1142.72"|"piskląt Obecność małego pingwina"
"285"|"2052"|"00:16:33.110"|"00:16:33.120"|"993.11"|"993.12"|"-1152.39"|"przypomina o ści Antarktydy"
"286"|"2056"|"00:16:33.120"|"00:16:36.389"|"993.12"|"996.389"|"-1157.44"|"przypomina o ści Antarktydy [Oklaski]"
"287"|"2060"|"00:16:36.389"|"00:16:38.310"|"996.389"|"998.31"|"-1158.88"|"[Oklaski]"
"288"|"2068"|"00:16:38.310"|"00:16:40.710"|"998.31"|"1000.71"|"-1185.52"|"Ale chociaż wczesna wiosna sprowadza je na"
"289"|"2076"|"00:16:40.710"|"00:16:43.590"|"1000.71"|"1003.59"|"-1196.8"|"brzeg w celu rozmnażania się"
"290"|"2084"|"00:16:43.590"|"00:16:43.600"|"1003.59"|"1003.6"|"-1204.15"|", przynosi też dziką i nieprzewidywalną"
"291"|"2088"|"00:16:43.600"|"00:16:47.430"|"1003.6"|"1007.43"|"-1211.92"|", przynosi też dziką i nieprzewidywalną pogodę"
"292"|"245"|"00:16:47.430"|"00:16:49.509"|"1007.43"|"1011.97"|"-1217.38"|"<--pause-->"
"293"|"2100"|"00:16:49.509"|"00:16:51.970"|"1009.509"|"1011.97"|"-1229.94"|"Przeważające wiatry przenoszą większość złej"
"294"|"2108"|"00:16:51.970"|"00:16:51.980"|"1011.97"|"1011.98"|"-1231.61"|"pogody z zachodu"
"295"|"2112"|"00:16:51.980"|"00:17:10.740"|"1011.98"|"1030.74"|"-1228.93"|"pogody z zachodu [Muzyka]"
"296"|"2120"|"00:17:10.750"|"00:17:14.470"|"1030.75"|"1034.47"|"-1228.4"|"[Muzyka]"
"297"|"249"|"00:17:14.470"|"00:17:17.510"|"1034.47"|"1040.309"|"-1231.2"|"<--pause-->"
"298"|"2132"|"00:17:17.510"|"00:17:20.309"|"1037.51"|"1040.309"|"-1232.82"|"i góry Tasmanii powodują, że"
"299"|"2140"|"00:17:20.309"|"00:17:24.470"|"1040.309"|"1044.47"|"-1236.48"|"większość deszczu spada na zachodnią"
"300"|"251"|"00:17:24.470"|"00:17:27.909"|"1044.47"|"1050.63"|"-1232.8"|"<--pause-->"
"301"|"2156"|"00:17:27.909"|"00:17:30.630"|"1047.909"|"1050.63"|"-1248.24"|"w wyniku czego Tasmania dzieli się na dwie części"
"302"|"2164"|"00:17:30.630"|"00:17:32.530"|"1050.63"|"1052.53"|"-1255.38"|"z wilgotną zachodnią stroną i suchą"
"303"|"2172"|"00:17:32.530"|"00:17:32.540"|"1052.53"|"1052.54"|"-1265.53"|"wschodnią stroną"
"304"|"2176"|"00:17:32.540"|"00:17:38.590"|"1052.54"|"1058.59"|"-1282.33"|"wschodnią stroną [Muzyka]"
"305"|"2184"|"00:17:38.600"|"00:17:42.230"|"1058.6"|"1062.23"|"-1303.84"|"[Muzyka]"
"306"|"256"|"00:17:42.230"|"00:17:45.270"|"1062.23"|"1069.669"|"-1298.16"|"<--pause-->"
"307"|"2196"|"00:17:45.270"|"00:17:49.669"|"1065.27"|"1069.669"|"-1304.24"|"niektóre zachodnie obszary należą do najbardziej mokrych"
"308"|"257"|"00:17:49.669"|"00:17:55.300"|"1069.669"|"1077.679"|"-1305.19"|"<--pause-->"
"309"|"2216"|"00:17:55.300"|"00:17:57.679"|"1075.3"|"1077.679"|"-1325.03"|"[Muzyka],"
"310"|"2224"|"00:17:57.679"|"00:18:00.549"|"1077.679"|"1080.549"|"-1328.96"|"[Muzyka],"
"311"|"2228"|"00:18:00.549"|"00:18:00.559"|"1080.549"|"1080.559"|"-1332.76"|"a cała woda zapewnia zaskakujący"
"312"|"2232"|"00:18:00.559"|"00:18:03.820"|"1080.559"|"1083.82"|"-1360.57"|"a cała woda zapewnia zaskakujący spektakl"
"313"|"2240"|"00:18:03.830"|"00:18:14.789"|"1083.83"|"1094.789"|"-1360.0"|"[Muzyka]"
"314"|"262"|"00:18:14.789"|"00:18:18.230"|"1094.789"|"1107.669"|"-1369.28"|"<--pause-->"
"315"|"2252"|"00:18:18.230"|"00:18:27.669"|"1098.23"|"1107.669"|"-1373.84"|"złapane w dziwaczną pułapkę,"
"316"|"263"|"00:18:27.669"|"00:18:30.710"|"1107.669"|"1112.68"|"-1371.95"|"<--pause-->"
"317"|"2268"|"00:18:30.710"|"00:18:32.680"|"1110.71"|"1112.68"|"-1374.98"|"jak utknęły, dopiero wychodzi na jaw"
"318"|"2276"|"00:18:32.680"|"00:18:32.690"|"1112.68"|"1112.69"|"-1382.98"|"gdy zapada noc"
"319"|"2280"|"00:18:32.690"|"00:18:42.150"|"1112.69"|"1122.15"|"-1376.24"|"gdy zapada noc [Muzyka]"
"320"|"266"|"00:18:42.150"|"00:18:44.870"|"1122.15"|"1130.71"|"-1370.08"|"<--pause-->"
"321"|"2292"|"00:18:44.870"|"00:18:50.710"|"1124.87"|"1130.71"|"-1372.24"|"te dziwne światła należą do"
"322"|"267"|"00:18:50.710"|"00:18:52.789"|"1130.71"|"1135.909"|"-1378.4"|"<--pause-->"
"323"|"2308"|"00:18:52.789"|"00:18:55.909"|"1132.789"|"1135.909"|"-1380.64"|"komara światło powstaje w wyniku reakcji chemicznej"
"324"|"2316"|"00:18:55.909"|"00:19:01.350"|"1135.909"|"1141.35"|"-1381.74"|"w odwłoku larwy i można"
"325"|"269"|"00:19:01.350"|"00:19:04.150"|"1141.35"|"1148.23"|"-1387.68"|"<--pause-->"
"326"|"2332"|"00:19:04.150"|"00:19:08.230"|"1144.15"|"1148.23"|"-1398.02"|"lepkie nitki zwisają z jego jedwabnego i"
"327"|"270"|"00:19:08.230"|"00:19:11.350"|"1148.23"|"1153.1"|"-1404.17"|"<--pause-->"
"328"|"2348"|"00:19:11.350"|"00:19:13.100"|"1151.35"|"1153.1"|"-1406.41"|"owady przyciągane do światła są łapane w sidła,"
"329"|"2356"|"00:19:13.100"|"00:19:13.110"|"1153.1"|"1153.11"|"-1412.48"|"a  pożerane"
"330"|"2360"|"00:19:13.110"|"00:19:21.750"|"1153.11"|"1161.75"|"-1416.16"|"a  pożerane [Muzyka]"
"331"|"273"|"00:19:21.750"|"00:19:24.470"|"1161.75"|"1166.39"|"-1413.5"|"<--pause-->"
"332"|"2372"|"00:19:24.470"|"00:19:26.390"|"1164.47"|"1166.39"|"-1429.68"|"każda nitka robaczków świętojańskich składa się "
"333"|"2380"|"00:19:26.390"|"00:19:29.190"|"1166.39"|"1169.19"|"-1429.98"|"wy z wody,"
"334"|"2388"|"00:19:29.190"|"00:19:39.020"|"1169.19"|"1179.02"|"-1432.17"|"więc obfite opady deszczu na mokrym"
"335"|"2400"|"00:19:39.030"|"00:19:45.270"|"1179.03"|"1185.27"|"-1453.68"|"[Muzyka]"
"336"|"277"|"00:19:45.270"|"00:19:55.679"|"1185.27"|"1199.83"|"-1442.56"|"<--pause-->"
"337"|"2432"|"00:19:55.679"|"00:19:59.830"|"1195.679"|"1199.83"|"-1459.68"|"jarzębina"
"338"|"278"|"00:19:59.830"|"00:20:06.390"|"1199.83"|"1209.99"|"-1452.6"|"<--pause-->"
"339"|"2452"|"00:20:06.390"|"00:20:09.990"|"1206.39"|"1209.99"|"-1452.89"|" rosnące drzewa, które wyewoluowały na"
"340"|"2460"|"00:20:09.990"|"00:20:11.909"|"1209.99"|"1211.909"|"-1476.08"|"suchym kontynencie australijskim"
"341"|"2468"|"00:20:11.909"|"00:20:17.430"|"1211.909"|"1217.43"|"-1473.68"|"na tasmanii"
"342"|"281"|"00:20:17.430"|"00:20:19.990"|"1217.43"|"1220.0"|"-1478.07"|"<--pause-->"
"343"|"2484"|"00:20:19.990"|"00:20:20.000"|"1219.99"|"1220.0"|"-1480.47"|" jak na drzewa livw wilgotnym"
"344"|"2488"|"00:20:20.000"|"00:20:21.270"|"1220.0"|"1221.27"|"-1492.24"|" jak na drzewa livw wilgotnym lesie"
"345"|"2492"|"00:20:21.270"|"00:20:37.190"|"1221.27"|"1237.19"|"-1486.96"|"lesie"
"346"|"284"|"00:20:37.190"|"00:20:39.990"|"1237.19"|"1244.149"|"-1487.76"|"<--pause-->"
"347"|"2508"|"00:20:39.990"|"00:20:44.149"|"1239.99"|"1244.149"|"-1498.64"|"rozmnażać jarzębina przechowuje nasiona w"
"348"|"285"|"00:20:44.149"|"00:20:56.149"|"1244.149"|"1258.87"|"-1487.28"|"<--pause-->"
"349"|"2532"|"00:20:56.149"|"00:20:58.870"|"1256.149"|"1258.87"|"-1489.28"|"pod popiołem, na którym żyją nasiona"
"350"|"2540"|"00:20:58.870"|"00:21:02.549"|"1258.87"|"1262.549"|"-1497.28"|" kiełkują bez konkurencji"
"351"|"287"|"00:21:02.549"|"00:21:05.190"|"1262.549"|"1271.35"|"-1494.42"|"<--pause-->"
"352"|"2556"|"00:21:05.190"|"00:21:11.350"|"1265.19"|"1271.35"|"-1507.69"|"ma to sens w suchym środowisku z"
"353"|"288"|"00:21:11.350"|"00:21:20.900"|"1271.35"|"1283.52"|"-1511.27"|"<--pause-->"
"354"|"2576"|"00:21:20.900"|"00:21:23.520"|"1280.9"|"1283.52"|"-1513.75"|"[Muzyka]"
"355"|"2584"|"00:21:23.520"|"00:21:26.230"|"1283.52"|"1286.23"|"-1513.87"|"[Muzyka]"
"356"|"2588"|"00:21:26.230"|"00:21:30.540"|"1286.23"|"1290.54"|"-1533.53"|"młode jarzębiny mogą rosnąć w tempie"
"357"|"2600"|"00:21:30.550"|"00:21:41.270"|"1290.55"|"1301.27"|"-1530.48"|"[Muzyka]"
"358"|"292"|"00:21:41.270"|"00:21:43.990"|"1301.27"|"1306.53"|"-1528.02"|"<--pause-->"
"359"|"2612"|"00:21:43.990"|"00:21:46.530"|"1303.99"|"1306.53"|"-1530.52"|"wszystko co je powstrzymuje to kolejny"
"360"|"2620"|"00:21:46.530"|"00:21:46.540"|"1306.53"|"1306.54"|"-1536.73"|"pożar lub brak wody"
"361"|"2624"|"00:21:46.540"|"00:21:50.870"|"1306.54"|"1310.87"|"-1534.96"|"pożar lub brak wody [Muzyka]"
"362"|"2628"|"00:21:50.870"|"00:21:53.590"|"1310.87"|"1313.59"|"-1549.28"|"[Muzyka]"
"363"|"2636"|"00:21:53.590"|"00:21:58.310"|"1313.59"|"1318.31"|"-1547.12"|"i to jest sekret ich"
"364"|"2648"|"00:21:58.320"|"00:22:02.630"|"1318.32"|"1322.63"|"-1546.51"|"[Oklaski]"
"365"|"298"|"00:22:02.630"|"00:22:05.990"|"1322.63"|"1329.11"|"-1548.56"|"<--pause-->"
"366"|"2660"|"00:22:05.990"|"00:22:09.110"|"1325.99"|"1329.11"|"-1551.92"|"w wilgotnych zachodnich pożarach Tasmanii jest tak"
"367"|"2668"|"00:22:09.110"|"00:22:09.120"|"1329.11"|"1329.12"|"-1553.99"|"rzadkie, że te drzewa rosną od"
"368"|"2672"|"00:22:09.120"|"00:22:15.140"|"1329.12"|"1335.14"|"-1550.61"|"rzadkie, że te drzewa rosną od wieków"
"369"|"2680"|"00:22:15.150"|"00:22:19.039"|"1335.15"|"1339.039"|"-1548.79"|"[Brawa]"
"370"|"2688"|"00:22:19.039"|"00:22:21.430"|"1339.039"|"1341.43"|"-1548.72"|"[Brawa]"
"371"|"2692"|"00:22:21.430"|"00:22:23.510"|"1341.43"|"1343.51"|"-1550.4"|"te, które stoją w tej dolinie, wszystkie"
"372"|"2700"|"00:22:23.510"|"00:22:29.750"|"1343.51"|"1349.75"|"-1547.39"|"wykiełkowały po tym samym"
"373"|"305"|"00:22:29.750"|"00:22:32.789"|"1349.75"|"1363.85"|"-1542.22"|"<--pause-->"
"374"|"2716"|"00:22:32.789"|"00:22:43.850"|"1352.789"|"1363.85"|"-1544.7"|"j sięgają  100 metrów"
"375"|"2728"|"00:22:43.860"|"00:22:49.350"|"1363.86"|"1369.35"|"-1548.16"|"[Muzyka]"
"376"|"307"|"00:22:49.350"|"00:22:51.750"|"1369.35"|"1375.35"|"-1544.16"|"<--pause-->"
"377"|"2740"|"00:22:51.750"|"00:22:55.350"|"1371.75"|"1375.35"|"-1546.78"|"mogąwyewoluowały na suchym"
"378"|"2748"|"00:22:55.350"|"00:22:58.070"|"1375.35"|"1378.07"|"-1551.68"|"kontynencie australijskim, ale to"
"379"|"2756"|"00:22:58.070"|"00:23:00.710"|"1378.07"|"1380.71"|"-1551.76"|"wilgotne lasy Tasmanii zmieniły"
"380"|"2764"|"00:23:00.710"|"00:23:04.980"|"1380.71"|"1384.98"|"-1548.81"|"jarzębiny w najwyższe kwitnące"
"381"|"2776"|"00:23:04.990"|"00:23:13.430"|"1384.99"|"1393.43"|"-1552.0"|"[Muzyka"
"382"|"312"|"00:23:13.430"|"00:23:15.830"|"1393.43"|"1398.149"|"-1549.16"|"<--pause-->"
"383"|"2788"|"00:23:15.830"|"00:23:18.149"|"1395.83"|"1398.149"|"-1560.0"|"] obciążony wilgociąir, który"
"384"|"2796"|"00:23:18.149"|"00:23:20.710"|"1398.149"|"1400.71"|"-1560.46"|"wieje z zachodu Tasmanii,"
"385"|"2804"|"00:23:20.710"|"00:23:20.720"|"1400.71"|"1400.72"|"-1563.97"|"przynosi kilka metrów opadów każdego"
"386"|"2808"|"00:23:20.720"|"00:23:26.549"|"1400.72"|"1406.549"|"-1571.68"|"przynosi kilka metrów opadów każdego roku,"
"387"|"316"|"00:23:26.549"|"00:23:29.110"|"1406.549"|"1412.71"|"-1567.52"|"<--pause-->"
"388"|"2820"|"00:23:29.110"|"00:23:32.710"|"1409.11"|"1412.71"|"-1569.84"|"chociaż może padać przez większość dni"
"389"|"2828"|"00:23:32.710"|"00:23:43.830"|"1412.71"|"1423.83"|"-1561.2"|"zima i wiosna to najbardziej mokre pory,"
"390"|"318"|"00:23:43.830"|"00:23:46.149"|"1423.83"|"1428.549"|"-1557.9"|"<--pause-->"
"391"|"2844"|"00:23:46.149"|"00:23:48.549"|"1426.149"|"1428.549"|"-1562.4"|"wszyscy, którzy tu mieszkają, muszą przystosować się do"
"392"|"2852"|"00:23:48.549"|"00:23:51.590"|"1428.549"|"1431.59"|"-1562.08"|"regularnych ulew i niższych temperatur"
"393"|"2864"|"00:23:51.600"|"00:23:52.880"|"1431.6"|"1432.88"|"-1567.75"|"[Muzyka]"
"394"|"2872"|"00:23:52.880"|"00:23:55.750"|"1432.88"|"1435.75"|"-1567.52"|"[Muzyka]"
"395"|"2876"|"00:23:55.750"|"00:23:59.700"|"1435.75"|"1439.7"|"-1570.93"|"ijak  gatunków tasmanii,"
"396"|"2884"|"00:23:59.700"|"00:23:59.710"|"1439.7"|"1439.71"|"-1579.64"|"ich adaptacje wyróżniają je"
"397"|"2888"|"00:23:59.710"|"00:24:04.400"|"1439.71"|"1444.4"|"-1583.67"|"ich adaptacje wyróżniają je [Muzyka]"
"398"|"2892"|"00:24:04.400"|"00:24:04.410"|"1444.4"|"1444.41"|"-1590.86"|"[Muzyka]"
"399"|"2896"|"00:24:04.410"|"00:24:05.590"|"1444.41"|"1445.59"|"-1592.96"|"[Muzyka] [Brawa]"
"400"|"2900"|"00:24:05.590"|"00:24:05.600"|"1445.59"|"1445.6"|"-1594.95"|"[Brawa]"
"401"|"2904"|"00:24:05.600"|"00:24:11.269"|"1445.6"|"1451.269"|"-1591.84"|"[Brawa] [Muzyka"
"402"|"329"|"00:24:11.269"|"00:24:14.149"|"1451.269"|"1460.149"|"-1585.28"|"<--pause-->"
"403"|"2916"|"00:24:14.149"|"00:24:20.149"|"1454.149"|"1460.149"|"-1589.44"|"] może na to nie wyglądać, ale jest to"
"404"|"330"|"00:24:20.149"|"00:24:23.750"|"1460.149"|"1470.95"|"-1585.92"|"<--pause-->"
"405"|"2932"|"00:24:23.750"|"00:24:30.950"|"1463.75"|"1470.95"|"-1593.2"|"dziobaka echidna najbardziej rozpowszechniony rodzimy ssak Australii,"
"406"|"331"|"00:24:30.950"|"00:24:33.269"|"1470.95"|"1476.39"|"-1589.2"|"<--pause-->"
"407"|"2944"|"00:24:33.269"|"00:24:36.390"|"1473.269"|"1476.39"|"-1591.04"|"ale  gdy kolczatki kontynentalne są"
"408"|"2952"|"00:24:36.390"|"00:24:40.730"|"1476.39"|"1480.73"|"-1588.7"|"kolcamiten tasmański jest w większości"
"409"|"2960"|"00:24:40.730"|"00:24:40.740"|"1480.73"|"1480.74"|"-1589.81"|"pokryty włosami, aby było mu "
"410"|"2964"|"00:24:40.740"|"00:24:46.070"|"1480.74"|"1486.07"|"-1586.32"|"pokryty włosami, aby było mu  [Muzyka]"
"411"|"2968"|"00:24:46.070"|"00:24:49.029"|"1486.07"|"1489.029"|"-1589.68"|"[Muzyka]"
"412"|"2976"|"00:24:49.029"|"00:24:51.590"|"1489.029"|"1491.59"|"-1588.72"|"łajsze wiosenne miesiące oznaczają"
"413"|"2984"|"00:24:51.590"|"00:24:51.600"|"1491.59"|"1491.6"|"-1590.39"|"obfitość jego ulubionych"
"414"|"2988"|"00:24:51.600"|"00:24:56.950"|"1491.6"|"1496.95"|"-1586.48"|"obfitość jego ulubionych mrówek,"
"415"|"339"|"00:24:56.950"|"00:24:59.430"|"1496.95"|"1502.47"|"-1584.56"|"<--pause-->"
"416"|"3000"|"00:24:59.430"|"00:25:02.470"|"1499.43"|"1502.47"|"-1586.64"|"ale kiedy jesteś tak owłosiony, jedzenie"
"417"|"3008"|"00:25:02.470"|"00:25:03.860"|"1502.47"|"1503.86"|"-1586.93"|"utknie , co jest uciążliwe,"
"418"|"3016"|"00:25:03.860"|"00:25:03.870"|"1503.86"|"1503.87"|"-1588.6"|"gdy może się odgryźć"
"419"|"3020"|"00:25:03.870"|"00:25:11.510"|"1503.87"|"1511.51"|"-1583.68"|"gdy może się odgryźć [Muzyka]"
"420"|"3024"|"00:25:11.510"|"00:25:13.710"|"1511.51"|"1513.71"|"-1584.68"|"[Muzyka]"
"421"|"3032"|"00:25:13.710"|"00:25:13.720"|"1513.71"|"1513.72"|"-1588.27"|"czas ruszać "
"422"|"3036"|"00:25:13.720"|"00:25:21.120"|"1513.72"|"1521.12"|"-1583.11"|"czas ruszać  [Muzyka]"
"423"|"3044"|"00:25:21.130"|"00:25:22.480"|"1521.13"|"1522.48"|"-1584.23"|"[Muzyka]"
"424"|"3052"|"00:25:22.480"|"00:25:25.269"|"1522.48"|"1525.269"|"-1584.56"|"[Muzyka]"
"425"|"3056"|"00:25:25.269"|"00:25:28.230"|"1525.269"|"1528.23"|"-1586.4"|"gdy wiosna zamienia się w lato"
"426"|"3064"|"00:25:28.230"|"00:25:44.310"|"1528.23"|"1544.31"|"-1572.48"|", mieszkańcy Tasmanii mogą odpocząć"
"427"|"350"|"00:25:44.310"|"00:25:47.110"|"1544.31"|"1551.669"|"-1567.12"|"<--pause-->"
"428"|"3080"|"00:25:47.110"|"00:25:51.669"|"1547.11"|"1551.669"|"-1569.2"|"pogody, z młode diabły sągotowe"
"429"|"351"|"00:25:51.669"|"00:25:55.190"|"1551.669"|"1561.83"|"-1560.32"|"<--pause-->"
"430"|"3100"|"00:25:55.190"|"00:26:01.830"|"1555.19"|"1561.83"|"-1561.6"|"przez jakiś czas"
"431"|"352"|"00:26:01.830"|"00:26:04.630"|"1561.83"|"1564.64"|"-1561.35"|"<--pause-->"
"432"|"3116"|"00:26:04.630"|"00:26:04.640"|"1564.63"|"1564.64"|"-1563.43"|"pełni odsadzone od piersi to początek ich"
"433"|"3120"|"00:26:04.640"|"00:26:17.430"|"1564.64"|"1577.43"|"-1552.4"|"pełni odsadzone od piersi to początek ich niezależności,"
"434"|"354"|"00:26:17.430"|"00:26:19.909"|"1577.43"|"1586.149"|"-1545.92"|"<--pause-->"
"435"|"3132"|"00:26:19.909"|"00:26:26.149"|"1579.909"|"1586.149"|"-1547.44"|"ta młoda samica będzie ała nauczyć się, jak"
"436"|"355"|"00:26:26.149"|"00:26:29.029"|"1586.149"|"1593.43"|"-1543.92"|"<--pause-->"
