""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"209"|"1148"|"00:09:01.040"|"00:09:02.550"|"541.04"|"542.55"|"1.509999999999991"|"ważące do pięciu kilogramów i metr ści"
"210"|"1152"|"00:09:02.550"|"00:09:02.560"|"542.55"|"542.56"|"0.009999999999990905"|"ści"
"211"|"1156"|"00:09:02.560"|"00:09:03.990"|"542.56"|"543.99"|"1.4300000000000637"|"ści"
"212"|"1160"|"00:09:03.990"|"00:09:04.000"|"543.99"|"544.0"|"0.009999999999990905"|"są największymi wodnymi"
"213"|"1164"|"00:09:04.000"|"00:09:06.389"|"544.0"|"546.389"|"2.38900000000001"|"są największymi wodnymi"
"214"|"1168"|"00:09:06.389"|"00:09:06.399"|"546.389"|"546.399"|"0.009999999999990905"|"bezkręgowcami na naszej planecie,"
"215"|"1172"|"00:09:06.399"|"00:09:12.389"|"546.399"|"552.389"|"5.990000000000009"|"bezkręgowcami na naszej planecie,"
"216"|"1200"|"00:09:25.110"|"00:09:25.120"|"565.11"|"565.12"|"0.009999999999990905"|"ale nie  wolne od"
"217"|"1204"|"00:09:25.120"|"00:09:26.590"|"565.12"|"566.59"|"1.4700000000000273"|"ale nie  wolne od zagrożeń"
"218"|"1208"|"00:09:26.590"|"00:09:26.600"|"566.59"|"566.6"|"0.009999999999990905"|"zagrożeń"
"219"|"1212"|"00:09:26.600"|"00:09:31.509"|"566.6"|"571.509"|"4.908999999999992"|"zagrożeń [Muzyka]"
"220"|"1216"|"00:09:31.509"|"00:09:31.519"|"571.509"|"571.519"|"0.009999999999990905"|"[Muzyka]"
"221"|"1220"|"00:09:31.519"|"00:09:37.269"|"571.519"|"577.269"|"5.75"|"[Muzyka]"
"222"|"1232"|"00:09:39.030"|"00:09:39.040"|"579.03"|"579.04"|"0.009999999999990905"|"ogromne aż  heabardziej niż"
"223"|"1236"|"00:09:39.040"|"00:09:44.790"|"579.04"|"584.79"|"5.75"|"ogromne aż  heabardziej niż"
"224"|"1248"|"00:09:47.030"|"00:09:47.040"|"587.03"|"587.04"|"0.009999999999990905"|", jest to przystosowanie do chłodniejszego"
"225"|"1252"|"00:09:47.040"|"00:09:49.630"|"587.04"|"589.63"|"2.590000000000032"|", jest to przystosowanie do chłodniejszego"
"226"|"1256"|"00:09:49.630"|"00:09:49.640"|"589.63"|"589.64"|"0.009999999999990905"|"południowego klimatu"
"227"|"1260"|"00:09:49.640"|"00:09:55.910"|"589.64"|"595.91"|"6.269999999999982"|"południowego klimatu [Muzyka]"
"228"|"1272"|"00:09:58.550"|"00:09:58.560"|"598.55"|"598.56"|"0.009999999999990905"|"ten samiec poluje na małe bezkręgowce"
"229"|"1276"|"00:09:58.560"|"00:10:00.949"|"598.56"|"600.949"|"2.38900000000001"|"ten samiec poluje na małe bezkręgowce"
"230"|"1280"|"00:10:00.949"|"00:10:00.959"|"600.949"|"600.959"|"0.009999999999990905"|"znalezione w korycie rzeki, w tym młode"
"231"|"1284"|"00:10:00.959"|"00:10:02.560"|"600.959"|"602.56"|"1.600999999999999"|"znalezione w korycie rzeki, w tym młode homary"
"232"|"1288"|"00:10:02.560"|"00:10:02.570"|"602.56"|"602.57"|"0.010000000000104592"|"homary"
"233"|"1292"|"00:10:02.570"|"00:10:03.870"|"602.57"|"603.87"|"1.2999999999999545"|"homary [Muzyka]"
"234"|"1296"|"00:10:03.870"|"00:10:03.880"|"603.87"|"603.88"|"0.009999999999990905"|"[Muzyka]"
"235"|"1300"|"00:10:03.880"|"00:10:07.030"|"603.88"|"607.03"|"3.1499999999999773"|"[Muzyka] [Oklaski]"
"236"|"1312"|"00:10:09.190"|"00:10:09.200"|"609.19"|"609.2"|"0.009999999999990905"|"i aby nie zmarznąć"
"237"|"1316"|"00:10:09.200"|"00:10:14.630"|"609.2"|"614.63"|"5.42999999999995"|"i aby nie zmarznąć"
"238"|"1328"|"00:10:18.470"|"00:10:18.480"|"618.47"|"618.48"|"0.009999999999990905"|"których potrzebujeporuszanie"
"239"|"1332"|"00:10:18.480"|"00:10:20.949"|"618.48"|"620.949"|"2.4689999999999372"|"których potrzebujeporuszanie"
"240"|"1336"|"00:10:20.949"|"00:10:20.959"|"620.949"|"620.959"|"0.009999999999990905"|"się bez dużych drapieżników, które mogłyby je niepokoić"
"241"|"1340"|"00:10:20.959"|"00:10:24.389"|"620.959"|"624.389"|"3.4300000000000637"|"się bez dużych drapieżników, które mogłyby je niepokoić"
"242"|"1344"|"00:10:24.389"|"00:10:24.399"|"624.389"|"624.399"|"0.009999999999990905"|"dziobaki poruszają się tutaj w niezwykły"
"243"|"1348"|"00:10:24.399"|"00:10:28.069"|"624.399"|"628.069"|"3.669999999999959"|"dziobaki poruszają się tutaj w niezwykły sposób"
"244"|"1360"|"00:10:30.949"|"00:10:30.959"|"630.949"|"630.959"|"0.009999999999990905"|"tylko na tasmanii dziobak chodzi"
"245"|"1364"|"00:10:30.959"|"00:10:36.850"|"630.959"|"636.85"|"5.891000000000076"|"tylko na tasmanii dziobak chodzi"
"246"|"1372"|"00:10:36.860"|"00:10:45.590"|"636.86"|"645.59"|"8.730000000000018"|"[Muzyka]"
"247"|"1376"|"00:10:45.590"|"00:10:45.600"|"645.59"|"645.6"|"0.009999999999990905"|"[Muzyka]"
"248"|"1380"|"00:10:45.600"|"00:10:48.150"|"645.6"|"648.15"|"2.5499999999999545"|"[Muzyka]"
"249"|"1384"|"00:10:48.150"|"00:10:48.160"|"648.15"|"648.16"|"0.009999999999990905"|"poza wodą  zrozumieć, dlaczego"
"250"|"1388"|"00:10:48.160"|"00:10:51.350"|"648.16"|"651.35"|"3.1900000000000546"|"poza wodą  zrozumieć, dlaczego"
"251"|"1392"|"00:10:51.350"|"00:10:51.360"|"651.35"|"651.36"|"0.009999999999990905"|"dziobak został kiedyś odrzucony jako"
"252"|"1396"|"00:10:51.360"|"00:10:54.410"|"651.36"|"654.41"|"3.0499999999999545"|"dziobak został kiedyś odrzucony jako"
"253"|"1400"|"00:10:54.410"|"00:10:54.420"|"654.41"|"654.42"|"0.009999999999990905"|"oszustwo dziełomistyfikator"
"254"|"1404"|"00:10:54.420"|"00:10:59.950"|"654.42"|"659.95"|"5.530000000000086"|"oszustwo dziełomistyfikator [Muzyka]"
"255"|"1412"|"00:10:59.960"|"00:11:03.190"|"659.96"|"663.19"|"3.230000000000018"|"[Muzyka],"
"256"|"1416"|"00:11:03.190"|"00:11:03.200"|"663.19"|"663.2"|"0.009999999999990905"|"[Muzyka],"
"257"|"1420"|"00:11:03.200"|"00:11:09.030"|"663.2"|"669.03"|"5.829999999999927"|"[Muzyka],"
"258"|"1432"|"00:11:11.590"|"00:11:11.600"|"671.59"|"671.6"|"0.009999999999990905"|"jego dziwne połączenie części ciała"
"259"|"1436"|"00:11:11.600"|"00:11:16.310"|"671.6"|"676.31"|"4.709999999999923"|"jego dziwne połączenie części ciała"
"260"|"1456"|"00:11:23.720"|"00:11:23.730"|"683.72"|"683.73"|"0.009999999999990905"|" gdy jego przypominające wydry futro utrzymuje go w cieple"
"261"|"1460"|"00:11:23.730"|"00:11:25.990"|"683.73"|"685.99"|"2.259999999999991"|" gdy jego przypominające wydry futro utrzymuje go w cieple [Muzyka]"
"262"|"1464"|"00:11:25.990"|"00:11:26.000"|"685.99"|"686.0"|"0.009999999999990905"|"[Muzyka]"
"263"|"1468"|"00:11:26.000"|"00:11:31.269"|"686.0"|"691.269"|"5.2690000000000055"|"[Muzyka]"
"264"|"1480"|"00:11:33.750"|"00:11:33.760"|"693.75"|"693.76"|"0.009999999999990905"|"ale dziobak jest najbardziej znany ze swojego"
"265"|"1484"|"00:11:33.760"|"00:11:37.110"|"693.76"|"697.11"|"3.3500000000000227"|"ale dziobak jest najbardziej znany ze swojego"
"266"|"1508"|"00:11:49.580"|"00:11:50.790"|"709.58"|"710.79"|"1.2099999999999227"|"[Muzyka]"
"267"|"1512"|"00:11:50.790"|"00:11:50.800"|"710.79"|"710.8"|"0.009999999999990905"|"[Muzyka]"
"268"|"1516"|"00:11:50.800"|"00:11:57.030"|"710.8"|"717.03"|"6.230000000000018"|"[Muzyka]"
"269"|"1528"|"00:11:59.910"|"00:11:59.920"|"719.91"|"719.92"|"0.009999999999990905"|"ale około 40 000 receptorów w dziobie"
"270"|"1532"|"00:11:59.920"|"00:12:02.790"|"719.92"|"722.79"|"2.8700000000000045"|"ale około 40 000 receptorów w dziobie"
"271"|"1536"|"00:12:02.790"|"00:12:02.800"|"722.79"|"722.8"|"0.009999999999990905"|"wykrywa znak elektrycznywydzielane"
"272"|"1540"|"00:12:02.800"|"00:12:06.890"|"722.8"|"726.89"|"4.090000000000032"|"wykrywa znak elektrycznywydzielane"
"273"|"1544"|"00:12:06.890"|"00:12:06.900"|"726.89"|"726.9"|"0.009999999999990905"|"przez mięśnie zwierząt drapieżnych"
"274"|"1548"|"00:12:06.900"|"00:12:10.629"|"726.9"|"730.629"|"3.729000000000042"|"przez mięśnie zwierząt drapieżnych [Muzyka],"
"275"|"1552"|"00:12:10.629"|"00:12:10.639"|"730.629"|"730.639"|"0.009999999999990905"|"[Muzyka],"
"276"|"1556"|"00:12:10.639"|"00:12:12.870"|"730.639"|"732.87"|"2.2309999999999945"|"[Muzyka],"
"277"|"1560"|"00:12:12.870"|"00:12:12.880"|"732.87"|"732.88"|"0.009999999999990905"|"które muszą dużo jeść, aby się"
"278"|"1564"|"00:12:12.880"|"00:12:15.829"|"732.88"|"735.829"|"2.9489999999999554"|"które muszą dużo jeść, aby się"
"279"|"1568"|"00:12:15.829"|"00:12:15.839"|"735.829"|"735.839"|"0.010000000000104592"|"ogrzać, dziobak może polować przez"
"280"|"1572"|"00:12:15.839"|"00:12:20.370"|"735.839"|"740.37"|"4.530999999999949"|"ogrzać, dziobak może polować przez"
"281"|"1580"|"00:12:20.380"|"00:12:26.790"|"740.38"|"746.79"|"6.409999999999968"|"[Muzyka],"
"282"|"1592"|"00:12:29.269"|"00:12:29.279"|"749.269"|"749.279"|"0.009999999999990905"|"chociaż na kontynencie"
"283"|"1596"|"00:12:29.279"|"00:12:32.389"|"749.279"|"752.389"|"3.1100000000000136"|"chociaż na kontynencie"
"284"|"1600"|"00:12:32.389"|"00:12:32.399"|"752.389"|"752.399"|"0.009999999999990905"|"tasmańskim dziobaki są "
"285"|"1604"|"00:12:32.399"|"00:12:34.980"|"752.399"|"754.98"|"2.5810000000000173"|"tasmańskim dziobaki są "
"286"|"1608"|"00:12:34.980"|"00:12:34.990"|"754.98"|"754.99"|"0.009999999999990905"|"największe i najjsze"
"287"|"1612"|"00:12:34.990"|"00:12:40.310"|"754.99"|"760.31"|"5.319999999999936"|"największe i najjsze [Muzyka"
"288"|"1624"|"00:12:42.790"|"00:12:42.800"|"762.79"|"762.8"|"0.009999999999990905"|"] jak inni są przystosowane do"
"289"|"1628"|"00:12:42.800"|"00:12:51.750"|"762.8"|"771.75"|"8.950000000000045"|"] jak inni są przystosowane do"
"290"|"1648"|"00:13:00.629"|"00:13:00.639"|"780.629"|"780.639"|"0.009999999999990905"|"tasmania jest otoczona rozległą"
"291"|"1652"|"00:13:00.639"|"00:13:04.260"|"780.639"|"784.26"|"3.620999999999981"|"tasmania jest otoczona rozległą"
"292"|"1656"|"00:13:04.260"|"00:13:04.270"|"784.26"|"784.27"|"0.009999999999990905"|"przestrzenią otwartego oceanu"
"293"|"1660"|"00:13:04.270"|"00:13:10.450"|"784.27"|"790.45"|"6.180000000000064"|"przestrzenią otwartego oceanu [Muzyka]"
"294"|"1668"|"00:13:10.460"|"00:13:19.310"|"790.46"|"799.31"|"8.849999999999909"|"[Muzyka]"
"295"|"1676"|"00:13:19.320"|"00:13:21.509"|"799.32"|"801.509"|"2.1889999999999645"|"[Muzyka]"
"296"|"1680"|"00:13:21.509"|"00:13:21.519"|"801.509"|"801.519"|"0.009999999999990905"|"[Muzyka]"
"297"|"1684"|"00:13:21.519"|"00:13:24.710"|"801.519"|"804.71"|"3.191000000000031"|"[Muzyka]"
"298"|"1688"|"00:13:24.710"|"00:13:24.720"|"804.71"|"804.72"|"0.009999999999990905"|"na zachód od następnego wyjścia na lądczy Ameryka Południowa jest"
"299"|"1692"|"00:13:24.720"|"00:13:26.470"|"804.72"|"806.47"|"1.75"|"na zachód od następnego wyjścia na lądczy Ameryka Południowa jest"
"300"|"1704"|"00:13:28.420"|"00:13:28.430"|"808.42"|"808.43"|"0.009999999999990905"|"oddalona o tysiące mil"
"301"|"1708"|"00:13:28.430"|"00:13:33.350"|"808.43"|"813.35"|"4.920000000000073"|"oddalona o tysiące mil [Muzyka]"
"302"|"1712"|"00:13:33.350"|"00:13:33.360"|"813.35"|"813.36"|"0.009999999999990905"|"[Muzyka]"
"303"|"1716"|"00:13:33.360"|"00:13:34.470"|"813.36"|"814.47"|"1.1100000000000136"|"[Muzyka]"
"304"|"1720"|"00:13:34.470"|"00:13:34.480"|"814.47"|"814.48"|"0.009999999999990905"|"na południu"
"305"|"1724"|"00:13:34.480"|"00:13:38.050"|"814.48"|"818.05"|"3.5699999999999363"|"na południu"
"306"|"1728"|"00:13:38.050"|"00:13:38.060"|"818.05"|"818.06"|"0.009999999999990905"|"leży wielki kontynent antarktyczny"
"307"|"1732"|"00:13:38.060"|"00:13:41.509"|"818.06"|"821.509"|"3.449000000000069"|"leży wielki kontynent antarktyczny [Muzyka]"
"308"|"1744"|"00:13:44.150"|"00:13:44.160"|"824.15"|"824.16"|"0.009999999999990905"|"i gdy zima dobiega końca,"
"309"|"1748"|"00:13:44.160"|"00:13:47.890"|"824.16"|"827.89"|"3.730000000000018"|"i gdy zima dobiega końca,"
"310"|"1752"|"00:13:47.890"|"00:13:47.900"|"827.89"|"827.9"|"0.009999999999990905"|"nowi przybysze schodzą na brzeg, aby rozmnażać"
"311"|"1756"|"00:13:47.900"|"00:13:53.110"|"827.9"|"833.11"|"5.210000000000036"|"nowi przybysze schodzą na brzeg, aby rozmnażać [Muzyka]"
"312"|"1764"|"00:13:53.120"|"00:13:55.829"|"833.12"|"835.829"|"2.7089999999999463"|"pingwiny"
"313"|"1768"|"00:13:55.829"|"00:13:55.839"|"835.829"|"835.839"|"0.010000000000104592"|"pingwiny"
"314"|"1772"|"00:13:55.839"|"00:13:58.150"|"835.839"|"838.15"|"2.310999999999922"|"pingwiny"
"315"|"1776"|"00:13:58.150"|"00:13:58.160"|"838.15"|"838.16"|"0.009999999999990905"|"ukryte wśród skał ta samica ma"
"316"|"1780"|"00:13:58.160"|"00:14:01.670"|"838.16"|"841.67"|"3.509999999999991"|"ukryte wśród skał ta samica ma"
"317"|"1784"|"00:14:01.670"|"00:14:01.680"|"841.67"|"841.68"|"0.009999999999990905"|"dwa  wyklute pisklęta,"
"318"|"1788"|"00:14:01.680"|"00:14:06.310"|"841.68"|"846.31"|"4.6299999999999955"|"dwa  wyklute pisklęta,"
"319"|"1800"|"00:14:10.389"|"00:14:10.399"|"850.389"|"850.399"|"0.009999999999990905"|"jej partner wyszedł jakieś 14 godzin temu"
"320"|"1804"|"00:14:10.399"|"00:14:14.870"|"850.399"|"854.87"|"4.471000000000004"|"jej partner wyszedł jakieś 14 godzin temu"
"321"|"1816"|"00:14:17.030"|"00:14:17.040"|"857.03"|"857.04"|"0.009999999999990905"|"on jest na rybach,"
"322"|"1820"|"00:14:17.040"|"00:14:19.590"|"857.04"|"859.59"|"2.550000000000068"|"on jest na rybach,"
"323"|"1824"|"00:14:19.590"|"00:14:19.600"|"859.59"|"859.6"|"0.009999999999990905"|"ale w przeciwieństwie do innych pingwinów"
"324"|"1828"|"00:14:19.600"|"00:14:21.670"|"859.6"|"861.67"|"2.0699999999999363"|"ale w przeciwieństwie do innych pingwinów"
"325"|"1832"|"00:14:21.670"|"00:14:21.680"|"861.67"|"861.68"|"0.009999999999990905"|" czekać do zmroku, aby opuścić"
"326"|"1836"|"00:14:21.680"|"00:14:27.990"|"861.68"|"867.99"|"6.310000000000059"|" czekać do zmroku, aby opuścić"
"327"|"1848"|"00:14:30.710"|"00:14:30.720"|"870.71"|"870.72"|"0.009999999999990905"|"mewy wodne i ptaki drapieżne patrolujące wybrzeże"
"328"|"1852"|"00:14:30.720"|"00:14:32.310"|"870.72"|"872.31"|"1.5899999999999181"|"mewy wodne i ptaki drapieżne patrolujące wybrzeże"
"329"|"1856"|"00:14:32.310"|"00:14:32.320"|"872.31"|"872.32"|"0.010000000000104592"|"za dnia"
"330"|"1860"|"00:14:32.320"|"00:14:40.870"|"872.32"|"880.87"|"8.549999999999955"|"za dnia"
"331"|"1872"|"00:14:43.509"|"00:14:43.519"|"883.509"|"883.519"|"0.009999999999990905"|", ponieważ są to małe"
"332"|"1876"|"00:14:43.519"|"00:14:48.870"|"883.519"|"888.87"|"5.350999999999999"|", ponieważ są to małe pingwiny, mierzące"
"333"|"1888"|"00:14:51.350"|"00:14:51.360"|"891.35"|"891.36"|"0.009999999999990905"|"za 30 centymetrów, są"
"334"|"1892"|"00:14:51.360"|"00:14:57.590"|"891.36"|"897.59"|"6.230000000000018"|"za 30 centymetrów, są"
"335"|"1904"|"00:15:00.150"|"00:15:00.160"|"900.15"|"900.16"|"0.009999999999990905"|"a ich gniazda znajdują się kilkaset metrów w"
"336"|"1908"|"00:15:00.160"|"00:15:02.230"|"900.16"|"902.23"|"2.07000000000005"|"a ich gniazda znajdują się kilkaset metrów w głąb lądu."
"337"|"1912"|"00:15:02.230"|"00:15:05.189"|"902.23"|"905.189"|"2.9589999999999463"|"głąb lądu."
"338"|"1920"|"00:15:05.199"|"00:15:07.420"|"905.199"|"907.42"|"2.2210000000000036"|"ść"
"339"|"1924"|"00:15:07.420"|"00:15:07.430"|"907.42"|"907.43"|"0.009999999999990905"|"ść"
"340"|"1928"|"00:15:07.430"|"00:15:14.310"|"907.43"|"914.31"|"6.8799999999999955"|"ść [Muzyka]"
"341"|"1932"|"00:15:14.310"|"00:15:14.320"|"914.31"|"914.32"|"0.010000000000104592"|"[Muzyka]"
"342"|"1936"|"00:15:14.320"|"00:15:17.170"|"914.32"|"917.17"|"2.849999999999909"|"[Muzyka]"
"343"|"1940"|"00:15:17.170"|"00:15:17.180"|"917.17"|"917.18"|"0.009999999999990905"|"ich bezpieczeństwo w liczbach"
"344"|"1944"|"00:15:17.180"|"00:15:38.230"|"917.18"|"938.23"|"21.050000000000068"|"ich bezpieczeństwo w liczbach [Muzyka]"
"345"|"1956"|"00:15:41.030"|"00:15:41.040"|"941.03"|"941.04"|"0.009999999999990905"|"z setkami gniazd w kolonii"
"346"|"1960"|"00:15:41.040"|"00:15:43.590"|"941.04"|"943.59"|"2.550000000000068"|"z setkami gniazd w kolonii"
"347"|"1964"|"00:15:43.590"|"00:15:43.600"|"943.59"|"943.6"|"0.009999999999990905"|"noc  wypełni się nawoływaniami"
"348"|"1968"|"00:15:43.600"|"00:15:48.150"|"943.6"|"948.15"|"4.5499999999999545"|"noc  wypełni się nawoływaniami powracających"
"349"|"1980"|"00:15:51.189"|"00:15:51.199"|"951.189"|"951.199"|"0.009999999999990905"|"dorosłych odgłos wczesnej wiosny na wybrzeżu Tasmanii"
"350"|"1984"|"00:15:51.199"|"00:15:53.530"|"951.199"|"953.53"|"2.3310000000000173"|"dorosłych odgłos wczesnej wiosny na wybrzeżu Tasmanii"
"351"|"1992"|"00:15:53.540"|"00:16:02.710"|"953.54"|"962.71"|"9.170000000000073"|"[Muzyka]"
"352"|"2000"|"00:16:02.720"|"00:16:12.350"|"962.72"|"972.35"|"9.629999999999995"|"ja"
"353"|"2008"|"00:16:12.360"|"00:16:15.760"|"972.36"|"975.76"|"3.3999999999999773"|"[Brawa]"
"354"|"2016"|"00:16:15.770"|"00:16:17.590"|"975.77"|"977.59"|"1.82000000000005"|"[Muzyka]"
"355"|"2020"|"00:16:17.590"|"00:16:17.600"|"977.59"|"977.6"|"0.009999999999990905"|"[Muzyka]"
"356"|"2024"|"00:16:17.600"|"00:16:19.990"|"977.6"|"979.99"|"2.3899999999999864"|"[Muzyka]"
"357"|"2028"|"00:16:19.990"|"00:16:20.000"|"979.99"|"980.0"|"0.009999999999990905"|"to będziePowitalny posiłek dla"
"358"|"2032"|"00:16:20.000"|"00:16:27.509"|"980.0"|"987.509"|"7.5090000000000146"|"to będziePowitalny posiłek dla"
"359"|"2044"|"00:16:29.590"|"00:16:29.600"|"989.59"|"989.6"|"0.009999999999990905"|"piskląt Obecność małego pingwina"
"360"|"2048"|"00:16:29.600"|"00:16:33.110"|"989.6"|"993.11"|"3.509999999999991"|"piskląt Obecność małego pingwina"
"361"|"2052"|"00:16:33.110"|"00:16:33.120"|"993.11"|"993.12"|"0.009999999999990905"|"przypomina o ści Antarktydy"
"362"|"2056"|"00:16:33.120"|"00:16:36.389"|"993.12"|"996.389"|"3.2690000000000055"|"przypomina o ści Antarktydy [Oklaski]"
"363"|"2060"|"00:16:36.389"|"00:16:36.399"|"996.389"|"996.399"|"0.009999999999990905"|"[Oklaski]"
"364"|"2064"|"00:16:36.399"|"00:16:38.310"|"996.399"|"998.31"|"1.9109999999999445"|"[Oklaski]"
"365"|"2068"|"00:16:38.310"|"00:16:38.320"|"998.31"|"998.32"|"0.010000000000104592"|"Ale chociaż wczesna wiosna sprowadza je na"
"366"|"2072"|"00:16:38.320"|"00:16:40.710"|"998.32"|"1000.71"|"2.3899999999999864"|"Ale chociaż wczesna wiosna sprowadza je na"
"367"|"2076"|"00:16:40.710"|"00:16:40.720"|"1000.71"|"1000.72"|"0.009999999999990905"|"brzeg w celu rozmnażania się"
"368"|"2080"|"00:16:40.720"|"00:16:43.590"|"1000.72"|"1003.59"|"2.8700000000000045"|"brzeg w celu rozmnażania się"
"369"|"2084"|"00:16:43.590"|"00:16:43.600"|"1003.59"|"1003.6"|"0.009999999999990905"|", przynosi też dziką i nieprzewidywalną"
"370"|"2088"|"00:16:43.600"|"00:16:47.430"|"1003.6"|"1007.43"|"3.8299999999999272"|", przynosi też dziką i nieprzewidywalną pogodę"
"371"|"2100"|"00:16:49.509"|"00:16:49.519"|"1009.509"|"1009.519"|"0.009999999999990905"|"Przeważające wiatry przenoszą większość złej"
"372"|"2104"|"00:16:49.519"|"00:16:51.970"|"1009.519"|"1011.97"|"2.451000000000022"|"Przeważające wiatry przenoszą większość złej"
"373"|"2108"|"00:16:51.970"|"00:16:51.980"|"1011.97"|"1011.98"|"0.009999999999990905"|"pogody z zachodu"
"374"|"2112"|"00:16:51.980"|"00:17:10.740"|"1011.98"|"1030.74"|"18.75999999999999"|"pogody z zachodu [Muzyka]"
"375"|"2120"|"00:17:10.750"|"00:17:14.470"|"1030.75"|"1034.47"|"3.7200000000000273"|"[Muzyka]"
"376"|"2132"|"00:17:17.510"|"00:17:17.520"|"1037.51"|"1037.52"|"0.009999999999990905"|"i góry Tasmanii powodują, że"
"377"|"2136"|"00:17:17.520"|"00:17:20.309"|"1037.52"|"1040.309"|"2.7889999999999873"|"i góry Tasmanii powodują, że"
"378"|"2140"|"00:17:20.309"|"00:17:20.319"|"1040.309"|"1040.319"|"0.009999999999990905"|"większość deszczu spada na zachodnią"
"379"|"2144"|"00:17:20.319"|"00:17:24.470"|"1040.319"|"1044.47"|"4.151000000000067"|"większość deszczu spada na zachodnią"
"380"|"2156"|"00:17:27.909"|"00:17:27.919"|"1047.909"|"1047.919"|"0.009999999999990905"|"w wyniku czego Tasmania dzieli się na dwie części"
"381"|"2160"|"00:17:27.919"|"00:17:30.630"|"1047.919"|"1050.63"|"2.7110000000000127"|"w wyniku czego Tasmania dzieli się na dwie części"
"382"|"2164"|"00:17:30.630"|"00:17:30.640"|"1050.63"|"1050.64"|"0.009999999999990905"|"z wilgotną zachodnią stroną i suchą"
"383"|"2168"|"00:17:30.640"|"00:17:32.530"|"1050.64"|"1052.53"|"1.8899999999998727"|"z wilgotną zachodnią stroną i suchą"
"384"|"2172"|"00:17:32.530"|"00:17:32.540"|"1052.53"|"1052.54"|"0.009999999999990905"|"wschodnią stroną"
"385"|"2176"|"00:17:32.540"|"00:17:38.590"|"1052.54"|"1058.59"|"6.0499999999999545"|"wschodnią stroną [Muzyka]"
"386"|"2184"|"00:17:38.600"|"00:17:42.230"|"1058.6"|"1062.23"|"3.630000000000109"|"[Muzyka]"
"387"|"2196"|"00:17:45.270"|"00:17:45.280"|"1065.27"|"1065.28"|"0.009999999999990905"|"niektóre zachodnie obszary należą do najbardziej mokrych"
"388"|"2200"|"00:17:45.280"|"00:17:49.669"|"1065.28"|"1069.669"|"4.389000000000124"|"niektóre zachodnie obszary należą do najbardziej mokrych"
"389"|"2216"|"00:17:55.300"|"00:17:57.669"|"1075.3"|"1077.669"|"2.369000000000142"|"[Muzyka],"
"390"|"2220"|"00:17:57.669"|"00:17:57.679"|"1077.669"|"1077.679"|"0.009999999999990905"|"[Muzyka],"
"391"|"2224"|"00:17:57.679"|"00:18:00.549"|"1077.679"|"1080.549"|"2.869999999999891"|"[Muzyka],"
"392"|"2228"|"00:18:00.549"|"00:18:00.559"|"1080.549"|"1080.559"|"0.009999999999990905"|"a cała woda zapewnia zaskakujący"
"393"|"2232"|"00:18:00.559"|"00:18:03.820"|"1080.559"|"1083.82"|"3.2609999999999673"|"a cała woda zapewnia zaskakujący spektakl"
"394"|"2240"|"00:18:03.830"|"00:18:14.789"|"1083.83"|"1094.789"|"10.95900000000006"|"[Muzyka]"
"395"|"2252"|"00:18:18.230"|"00:18:18.240"|"1098.23"|"1098.24"|"0.009999999999990905"|"złapane w dziwaczną pułapkę,"
"396"|"2256"|"00:18:18.240"|"00:18:27.669"|"1098.24"|"1107.669"|"9.429000000000087"|"złapane w dziwaczną pułapkę,"
"397"|"2268"|"00:18:30.710"|"00:18:30.720"|"1110.71"|"1110.72"|"0.009999999999990905"|"jak utknęły, dopiero wychodzi na jaw"
"398"|"2272"|"00:18:30.720"|"00:18:32.680"|"1110.72"|"1112.68"|"1.9600000000000364"|"jak utknęły, dopiero wychodzi na jaw"
"399"|"2276"|"00:18:32.680"|"00:18:32.690"|"1112.68"|"1112.69"|"0.009999999999990905"|"gdy zapada noc"
"400"|"2280"|"00:18:32.690"|"00:18:42.150"|"1112.69"|"1122.15"|"9.460000000000036"|"gdy zapada noc [Muzyka]"
"401"|"2292"|"00:18:44.870"|"00:18:44.880"|"1124.87"|"1124.88"|"0.010000000000218279"|"te dziwne światła należą do"
"402"|"2296"|"00:18:44.880"|"00:18:50.710"|"1124.88"|"1130.71"|"5.829999999999927"|"te dziwne światła należą do"
"403"|"2308"|"00:18:52.789"|"00:18:52.799"|"1132.789"|"1132.799"|"0.009999999999990905"|"komara światło powstaje w wyniku reakcji chemicznej"
"404"|"2312"|"00:18:52.799"|"00:18:55.909"|"1132.799"|"1135.909"|"3.1100000000001273"|"komara światło powstaje w wyniku reakcji chemicznej"
"405"|"2316"|"00:18:55.909"|"00:18:55.919"|"1135.909"|"1135.919"|"0.009999999999990905"|"w odwłoku larwy i można"
"406"|"2320"|"00:18:55.919"|"00:19:01.350"|"1135.919"|"1141.35"|"5.430999999999813"|"w odwłoku larwy i można"
"407"|"2332"|"00:19:04.150"|"00:19:04.160"|"1144.15"|"1144.16"|"0.009999999999990905"|"lepkie nitki zwisają z jego jedwabnego i"
"408"|"2336"|"00:19:04.160"|"00:19:08.230"|"1144.16"|"1148.23"|"4.069999999999936"|"lepkie nitki zwisają z jego jedwabnego i"
"409"|"2348"|"00:19:11.350"|"00:19:11.360"|"1151.35"|"1151.36"|"0.009999999999990905"|"owady przyciągane do światła są łapane w sidła,"
"410"|"2352"|"00:19:11.360"|"00:19:13.100"|"1151.36"|"1153.1"|"1.740000000000009"|"owady przyciągane do światła są łapane w sidła,"
