""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"231"|""|""|""|""|""|""|"miliona ludzi jest domem dla jednych z"
"232"|""|""|""|""|""|""|"największych obszarów dzikiej przyrody, jakie pozostały na"
"233"|""|""|""|""|""|""|"naszej planecie"
"234"|""|""|""|""|""|""|"naszej planecie [Muzyka]"
"235"|""|""|""|""|""|""|"[Muzyka]"
"236"|""|""|""|""|""|""|"po całej tej przestrzeni dla natury niektóre z"
"237"|""|""|""|""|""|""|"najbardziej znanych zwierząt tasmanii stoją"
"238"|""|""|""|""|""|""|"<--pause-->"
"239"|""|""|""|""|""|""|"diabły tasmańskie są zagrożonymi"
"240"|""|""|""|""|""|""|"bami i historycznymiprześladowania"
"241"|""|""|""|""|""|""|"<--pause-->"
"242"|""|""|""|""|""|""|"spadła od urodzenia, osiągnięcie dorosłości jest"
"243"|""|""|""|""|""|""|"<--pause-->"
"244"|""|""|""|""|""|""|"ale zła reputacja diabła"
"245"|""|""|""|""|""|""|"<--pause-->"
"246"|""|""|""|""|""|""|"Jednak jeden człowiek spędził lata pomagając"
"247"|""|""|""|""|""|""|"<--pause-->"
"248"|""|""|""|""|""|""|"Kamerzysta i ekolog Simon Plowright"
"249"|""|""|""|""|""|""|"przeniósł się na Tasmanię w 1981 roku."
"250"|""|""|""|""|""|""|"Wychowałem się jako śnik przyrody"
"251"|""|""|""|""|""|""|"w Walii i od tego czasu przyjazd do tego"
"252"|""|""|""|""|""|""|" egzotycznego miejsca był "
"253"|""|""|""|""|""|""|" egzotycznego miejsca był  ekscytujący"
"254"|""|""|""|""|""|""|"ekscytujący"
"255"|""|""|""|""|""|""|"diabły tasmańskie stały się"
"256"|""|""|""|""|""|""|"<--pause-->"
"257"|""|""|""|""|""|""|"kiedy po raz szy przybyłem na tasmanię jej"
"258"|""|""|""|""|""|""|"<--pause-->"
"259"|""|""|""|""|""|""|" krzyki odgłosy niezwykłe"
"260"|""|""|""|""|""|""|"nawoływania diabłów, gdy"
"261"|""|""|""|""|""|""|"się kłócą,"
"262"|""|""|""|""|""|""|"wydawały się naprawdę  dziwne osobie"
"263"|""|""|""|""|""|""|"z Walii"
"264"|""|""|""|""|""|""|"oczyw, że jesteś zaintrygowany i chcesz"
"265"|""|""|""|""|""|""|"<--pause-->"
"266"|""|""|""|""|""|""|"Jednym z moich szych doświadczeń związanych z"
"267"|""|""|""|""|""|""|"ścią tych zwierząt było wyjście"
"268"|""|""|""|""|""|""|"ze starym facetem, który mieszkał tam przez całe"
"269"|""|""|""|""|""|""|"życie, znał okolicę jak tyłswojej"
"270"|""|""|""|""|""|""|"<--pause-->"
"271"|""|""|""|""|""|""|"ręki  od czasu do czasu łapał"
"272"|""|""|""|""|""|""|"kangura do jedzenia, ponieważ został"
"273"|""|""|""|""|""|""|"wychowany na takich rzeczach, więc"
"274"|""|""|""|""|""|""|"wyszedłem z nim i miał kilka"
"275"|""|""|""|""|""|""|"miejsc, w których"
"276"|""|""|""|""|""|""|"schwytał walabie, a kangury zostały skradzione przezdiabły"
"277"|""|""|""|""|""|""|"i to było dla mnie fascynujące,"
"278"|""|""|""|""|""|""|"podparte opowieściami o walabie kradnących"
"279"|""|""|""|""|""|""|"bestie, które czaiły się w nocy Simon"
"280"|""|""|""|""|""|""|"był zdesperowany, aby dowiedzieć się więcej"
"281"|""|""|""|""|""|""|", postanowił spróbować  obserwować dzikie diabły,"
"282"|""|""|""|""|""|""|"kiedy po raz szy siedziałem"
"283"|""|""|""|""|""|""|"z diabłami, byłem ob"
"284"|""|""|""|""|""|""|"żny i wiesz, czy te rzeczy"
"285"|""|""|""|""|""|""|"atakują ludzi,"
"286"|""|""|""|""|""|""|"czy zaczną mnie zjadać,"
"287"|""|""|""|""|""|""|"ponieważ wiesz, że miałem opowieści o"
"288"|""|""|""|""|""|""|"diabłach zjadających ludzi martwych ludzi i wszystkie"
"289"|""|""|""|""|""|""|"tego rodzaju rzeczy i no cóż,"
"290"|""|""|""|""|""|""|"pójdą na żywą tywiem, jestem, jestem, jestem"
"291"|""|""|""|""|""|""|"nowy w tym kraju, więc nie byłem"
"292"|""|""|""|""|""|""|"<--pause-->"
"293"|""|""|""|""|""|""|" pewien, ale   zdałem sobie sprawę,"
"294"|""|""|""|""|""|""|"że nie są ani "
"295"|""|""|""|""|""|""|"zainteresowani moim"
"296"|""|""|""|""|""|""|"pochodzeniem z Wielkiej Brytanii, gdzie lisy,"
"297"|""|""|""|""|""|""|"odznaki i wszystkie te rzeczydość"
"298"|""|""|""|""|""|""|"boją się ludzi, byłem zdumiony tym"
"299"|""|""|""|""|""|""|", jak nie przejmowali się moją obecnością."
"300"|""|""|""|""|""|""|"<--pause-->"
"301"|""|""|""|""|""|""|"simon  zdał sobie sprawę, że"
"302"|""|""|""|""|""|""|"to nie były przerażające potwory, za które ludzie"
"303"|""|""|""|""|""|""|"to nie były przerażające potwory, za które ludzie myśleli,"
"304"|""|""|""|""|""|""|"<--pause-->"
"305"|""|""|""|""|""|""|"że zaczął uczyć się wszystkiego o"
"306"|""|""|""|""|""|""|"złożonym cyklu życia diabła tasmańskiegoi"
"307"|""|""|""|""|""|""|"złożonym cyklu życia diabła tasmańskiegoi struktura"
"308"|""|""|""|""|""|""|"<--pause-->"
"309"|""|""|""|""|""|""|"społeczna dźwięki, które słyszysz wokół"
"310"|""|""|""|""|""|""|"społeczna dźwięki, które słyszysz wokół zwłok"
"311"|""|""|""|""|""|""|"zwłok"
"312"|""|""|""|""|""|""|"można by pomyśleć, że zabijają się ,"
"313"|""|""|""|""|""|""|"ale tak naprawdę w sobie nie szkodzą,"
"314"|""|""|""|""|""|""|"ponieważ cały ten hałas"
"315"|""|""|""|""|""|""|"<--pause-->"
"316"|""|""|""|""|""|""|"od tamtego czasu Simon wykorzystał wszystko, czego się"
"317"|""|""|""|""|""|""|"<--pause-->"
"318"|""|""|""|""|""|""|"diabłów zabrałem wielu ludzi z"
"319"|""|""|""|""|""|""|"całego świata na morskie diabły i"
"320"|""|""|""|""|""|""|"ludzi, którzy byli na wszystkich"
"321"|""|""|""|""|""|""|"kontynentach na ziemi i widzieli jedne"
"322"|""|""|""|""|""|""|"z najbardziej niesamowitych spektakli dzikiej przyrody"
"323"|""|""|""|""|""|""|", wszyscy mi powiedzieli, że to jest tak"
"324"|""|""|""|""|""|""|", wszyscy mi powiedzieli, że to jest tak dobre"
"325"|""|""|""|""|""|""|"dobre"
"326"|""|""|""|""|""|""|"jak wszystko, co widziałem na tej planecie,"
"327"|""|""|""|""|""|""|"zmiana opinii publicznej była"
"328"|""|""|""|""|""|""|"ważnym krokiem w ochronie diabła,"
"329"|""|""|""|""|""|""|"rzeczyw tutaj, na Tasmanii, jest"
"330"|""|""|""|""|""|""|"wyraźny przykład tego, dokąd prześladowania mogą"
"331"|""|""|""|""|""|""|"<--pause-->"
"332"|""|""|""|""|""|""|"doprowadzić  nie,"
"333"|""|""|""|""|""|""|"doprowadziło to do wyginięcia kolejnego czołowego mięsożercy"
"334"|""|""|""|""|""|""|"a"
"335"|""|""|""|""|""|""|"a"
"336"|""|""|""|""|""|""|"kiedyś żył tu drapieżny torbacz zwany tygrysem workowatym"
"337"|""|""|""|""|""|""|"kiedyś żył tu drapieżny torbacz zwany tygrysem workowatym [Muzyka]"
"338"|""|""|""|""|""|""|"[Muzyka]"
"339"|""|""|""|""|""|""|"to był ostatni znany osobnik żyjący w niewoli,"
"340"|""|""|""|""|""|""|"<--pause-->"
"341"|""|""|""|""|""|""|"sfilmowany w zoo w hobarcie to jedyne"
"342"|""|""|""|""|""|""|"nagranie przedstawiające te wymarłe"
"343"|""|""|""|""|""|""|"drapieżniki zwane tygrysem"
"344"|""|""|""|""|""|""|"tasmańskim ta wyspa była ostatnim schronieniem wilka workowatego"
"345"|""|""|""|""|""|""|"[Muzyka]"
"346"|""|""|""|""|""|""|"<--pause-->"
"347"|""|""|""|""|""|""|"ale kiedy przybyli do niej europejczycytasmania"
"348"|""|""|""|""|""|""|"widzieli wilka workowatego jako zagrożenie dla"
"349"|""|""|""|""|""|""|"widzieli wilka workowatego jako zagrożenie dla żywego inwentarza"
"350"|""|""|""|""|""|""|"<--pause-->"
"351"|""|""|""|""|""|""|"ten osobnik zmarł w 1936 r."
"352"|""|""|""|""|""|""|"ten osobnik zmarł w 1936 r. [Muzyka]"
"353"|""|""|""|""|""|""|"[Muzyka]"
"354"|""|""|""|""|""|""|"to importmrówki przypomnienie"
"355"|""|""|""|""|""|""|"<--pause-->"
"356"|""|""|""|""|""|""|"jednak po zmiany w publicznym"
"357"|""|""|""|""|""|""|"postrzeganiu tych zwierząt, w ostatnich"
"358"|""|""|""|""|""|""|"dziesięcioleciach pojawiło się"
"359"|""|""|""|""|""|""|"jeszcze większe zagrożenie dla populacji diabłów, diabeł tasmański"
"360"|""|""|""|""|""|""|"<--pause-->"
"361"|""|""|""|""|""|""|"został umieszczony na windach zagrożonych gatunków"
"362"|""|""|""|""|""|""|"został umieszczony na windach zagrożonych gatunków z powodu"
"363"|""|""|""|""|""|""|"z powodu"
"364"|""|""|""|""|""|""|"by guza twarzy ba guza"
"365"|""|""|""|""|""|""|"twarzy jest"
"366"|""|""|""|""|""|""|"bą zakaźną, która powoduje narośla rakowe"
"367"|""|""|""|""|""|""|", jest zdewastowana populacje diabła,"
"368"|""|""|""|""|""|""|"okropną rzeczą jest to, że"
"369"|""|""|""|""|""|""|"nie ma lekarstwa,"
"370"|""|""|""|""|""|""|"więc kiedy zwierzę zostanie zarażone,"
"371"|""|""|""|""|""|""|"więc kiedy zwierzę zostanie zarażone, umrze"
"372"|""|""|""|""|""|""|"umrze"
"373"|""|""|""|""|""|""|"w miejscach, w których ba przeszła"
"374"|""|""|""|""|""|""|"w miejscach, w których ba przeszła przez"
"375"|""|""|""|""|""|""|"przez"
"376"|""|""|""|""|""|""|"krajobraz liczby zostały zmniejszone o 80 i"
"377"|""|""|""|""|""|""|"<--pause-->"
"378"|""|""|""|""|""|""|"tam, gdzie jest ich  w"
"379"|""|""|""|""|""|""|"<--pause-->"
"380"|""|""|""|""|""|""|"krajobrazie, nie można już siedzieć na  dzikich"
"381"|""|""|""|""|""|""|"krajobrazie, nie można już siedzieć na  dzikich poziomach"
"382"|""|""|""|""|""|""|"<--pause-->"
"383"|""|""|""|""|""|""|", to naprawdę smutna rzecz i za"
"384"|""|""|""|""|""|""|"każdym ,"
"385"|""|""|""|""|""|""|"kiedy pakuję się, aby"
"386"|""|""|""|""|""|""|"zostawić diabła oglądającego śćsesja oglądania diabła,"
"387"|""|""|""|""|""|""|"myślę, że to może"
"388"|""|""|""|""|""|""|"być ostatni raz i"
"389"|""|""|""|""|""|""|"być ostatni raz i uh"
"390"|""|""|""|""|""|""|"[Muzyka],"
"391"|""|""|""|""|""|""|"<--pause-->"
"392"|""|""|""|""|""|""|"ale jest"
"393"|""|""|""|""|""|""|"nadziejastworzono szczepionkę i"
"394"|""|""|""|""|""|""|"wydaje się, że niektóre diabły rozwijają odporność na"
"395"|""|""|""|""|""|""|"tę bę,"
"396"|""|""|""|""|""|""|"ale to pocieszające, że ta"
"397"|""|""|""|""|""|""|"ba zaczęła się w tym miejscu 20"
"398"|""|""|""|""|""|""|"lat temu,  są tam zwierzęta,"
"399"|""|""|""|""|""|""|"co daje wskazówkę, jak twarde są"
"400"|""|""|""|""|""|""|"te małe stworzenia i jak potrafią"
"401"|""|""|""|""|""|""|"<--pause-->"
"402"|""|""|""|""|""|""|"jako zabezpieczenie simon hoduje ż diabły"
"403"|""|""|""|""|""|""|"w ramach szerszych ludzkich wysiłków na rzecz"
"404"|""|""|""|""|""|""|"[Muzyka]"
"405"|""|""|""|""|""|""|"[Muzyka]"
"406"|""|""|""|""|""|""|"diabły tasmańskie występują tylko na"
"407"|""|""|""|""|""|""|"tasmanii wymarły w kontynentalnej części"
"408"|""|""|""|""|""|""|"australii  temu"
"409"|""|""|""|""|""|""|"jeden z najgorszychrzeczy, które mogą się"
"410"|""|""|""|""|""|""|"wydarzyć, myślę, że diabeł tasmański"
"411"|""|""|""|""|""|""|"<--pause-->"
"412"|""|""|""|""|""|""|"tasmański, to  ważne, aby te zwierzęta były chronione, miejmy nadzieję na przyszłość, że diabły"
"413"|""|""|""|""|""|""|"tasmański, to  ważne, aby te zwierzęta były chronione, miejmy nadzieję na przyszłość, że diabły"
"414"|""|""|""|""|""|""|"z naszą pomocą"
"415"|""|""|""|""|""|""|"<--pause-->"
"416"|""|""|""|""|""|""|" będą wolne na ści i"
"417"|""|""|""|""|""|""|"<--pause-->"
"418"|""|""|""|""|""|""|"Tasmania jest schronieniem dla niektórych niezwykłych"
"419"|""|""|""|""|""|""|"gatunków, z których  już  wymarło"
"420"|""|""|""|""|""|""|"na kontynencie australijskim."
"421"|""|""|""|""|""|""|"Ta wyspa może być rozległym pustkowiem, ale"
"422"|""|""|""|""|""|""|"nawet tutajwpływ naszego ludzkiego"
"423"|""|""|""|""|""|""|"świata jest odczuwalny"
"424"|""|""|""|""|""|""|"i  potrzeba dużo ciężkiej pracy i"
"425"|""|""|""|""|""|""|"i  potrzeba dużo ciężkiej pracy i poświęcenia,"
"426"|""|""|""|""|""|""|"poświęcenia,"
"427"|""|""|""|""|""|""|"aby zapewnić"
"428"|""|""|""|""|""|""|"<--pause-->"
"429"|""|""|""|""|""|""|"najbliższą niedzielę o dziewiątej jesteśmy na Florydzie, aby"
"430"|""|""|""|""|""|""|"odwiedzić amerykański raj dla zwierząt"
"431"|""|""|""|""|""|""|"na bbc iplayer Jest więcej"
"432"|""|""|""|""|""|""|"eksploracji, ponieważ myidź pod morze w"
"433"|""|""|""|""|""|""|"Blue Planet na  dostępne z tutaj"
"434"|""|""|""|""|""|""|"na bbc2 tego wieczoru"
"435"|""|""|""|""|""|""|"nieszczęścia Ramis Ranganathan znajdź go w Albanii"
"436"|"6992"|"00:58:26.799"|"00:58:30.280"|"3506.799"|"3510.28"|"3.48"|"nieszczęścia Ramis Ranganathan znajdź go w Albanii"
